📚 Total unique words to fetch: 3097
   C1: 2757
   C2: 340
   (skipped 4955 Oxford 5000 words)

🚀 Fetching 3097 words...
  [2219/3097] privation... ✅ C1
  [2220/3097] probity... ✅ C2
  [2221/3097] proclivity... ✅ C1
  [2222/3097] procrastinate... ✅ C1
  [2223/3097] procure... ✅ C1
  [2224/3097] prod... ✅ C1
  [2225/3097] profane... ✅ C1
  [2226/3097] proffer... ✅ C1
  [2227/3097] proficient... ✅ C1
  [2228/3097] profundity... ✅ C1
  [2229/3097] prohibitive... ✅ C1
  [2230/3097] proliferate... ✅ C1
  [2231/3097] prolix... ✅ C1
  [2232/3097] prologue... ✅ C1
  [2233/3097] prolong... ✅ C1
  [2234/3097] proofread... ✅ C1
  [2235/3097] promulgate... ✅ C2
  [2236/3097] propagate... ✅ C1
  [2237/3097] propensity... ✅ C1
  [2238/3097] prophetic... ✅ C1
  [2239/3097] propitiate... ✅ C2
  [2240/3097] propriety... ✅ C1
  [2241/3097] prosaic... ✅ C2
  [2242/3097] proscribe... ✅ C2
  [2243/3097] proselytize... ✅ C2
  [2244/3097] prosperous... ✅ C1
  [2245/3097] prostrate... ✅ C1
  [2246/3097] protean... ✅ C2
  [2247/3097] protract... ✅ C1
  [2248/3097] protrude... ✅ C1
  [2249/3097] protuberant... ✅ C1
  [2250/3097] provident... ✅ C2
  [2251/3097] providential... ✅ C1
  [2252/3097] provisory... ✅ C1
  [2253/3097] prowess... ✅ C1
  [2254/3097] prowl... ✅ C1
  [2255/3097] prude... ✅ C1
  [2256/3097] prudent... ✅ C1
  [2257/3097] prudish... ✅ C1
  [2258/3097] prune... ✅ C1
  [2259/3097] pry... ✅ C1
  [2260/3097] pseudonym... ✅ C1
  [2261/3097] pucker... ✅ C1
  [2262/3097] puckish... ✅ C1
  [2263/3097] puerile... ✅ C2
  [2264/3097] puissance... ✅ C1
  [2265/3097] pulchritude... ✅ C1
  [2266/3097] pulverize... ✅ C1
  [2267/3097] pun... ✅ C1
  [2268/3097] punch line... ❌ not found
  [2269/3097] punctilious... ✅ C2
  [2270/3097] pungent... ✅ C1
  [2271/3097] puny... ✅ C1
  [2272/3097] purity... ✅ C1
  [2273/3097] purlieu... ✅ C1
  [2274/3097] purloin... ✅ C1
  [2275/3097] purvey... ✅ C1
  [2276/3097] pusillanimous... ✅ C1
  [2277/3097] quack... ✅ C1
  [2278/3097] quaff... ✅ C1
  [2279/3097] quail... ✅ C2
  [2280/3097] quarantine... ✅ C1
  [2281/3097] quarry... ✅ C1
  [2282/3097] quash... ✅ C1
  [2283/3097] quaver... ✅ C1
  [2284/3097] quell... ✅ C1
  [2285/3097] quench... ✅ C1
  [2286/3097] quibble... ✅ C1
  [2287/3097] quiescent... ✅ C1
  [2288/3097] quixotic... ✅ C2
  [2289/3097] rabble... ✅ C1
  [2290/3097] rabid... ✅ C1
  [2291/3097] raconteur... ✅ C2
  [2292/3097] racy... ❌ not found
  [2293/3097] raffle... ❌ not found
  [2294/3097] rafter... ❌ not found
  [2295/3097] ragged... ❌ not found
  [2296/3097] ramble... ❌ not found
  [2297/3097] rambunctious... ❌ not found
  [2298/3097] rampart... ❌ not found
  [2299/3097] ramshackle... ❌ not found
  [2300/3097] rancor... ❌ not found
  [2301/3097] randomize... ❌ not found
  [2302/3097] ranger... ❌ not found
  [2303/3097] rant... ❌ not found
  [2304/3097] rapacious... ❌ not found
  [2305/3097] rapport... ❌ not found
  [2306/3097] rapprochement... ❌ not found
  [2307/3097] rapscallion... ❌ not found
  [2308/3097] rapt... ❌ not found
  [2309/3097] raisin... ❌ not found
  [2310/3097] rarefy... ❌ not found
  [2311/3097] raspy... ❌ not found
  [2312/3097] ratify... ❌ not found
  [2313/3097] ratiocination... ❌ not found
  [2314/3097] ration... ❌ not found
  [2315/3097] rationlize... ❌ not found
  [2316/3097] ravel... ❌ not found
  [2317/3097] rave... ❌ not found
  [2318/3097] ravish... ❌ not found
  [2319/3097] raze... ❌ not found
  [2320/3097] reactant... ❌ not found
  [2321/3097] reactionary... ❌ not found
  [2322/3097] ream... ✅ C1
  [2323/3097] reap... ✅ C1
  [2324/3097] rebuff... ✅ C1
  [2325/3097] recalcitrant... ✅ C1
  [2326/3097] recant... ✅ C1
  [2327/3097] recessive... ✅ C1
  [2328/3097] recidivism... ✅ C1
  [2329/3097] reciprocate... ✅ C1
  [2330/3097] reckless... ✅ C1
  [2331/3097] recluse... ✅ C1
  [2332/3097] recoil... ✅ C1
  [2333/3097] reconnoiter... ✅ C1
  [2334/3097] reconstitute... ✅ C1
  [2335/3097] reconvene... ✅ C1
  [2336/3097] rectitude... ✅ C1
  [2337/3097] recumbent... ✅ C1
  [2338/3097] recuperate... ✅ C1
  [2339/3097] redistribution... ✅ C1
  [2340/3097] redolent... ✅ C1
  [2341/3097] redoubtable... ✅ C2
  [2342/3097] redundant... ✅ C1
  [2343/3097] reel... ✅ C1
  [2344/3097] refine... ✅ C1
  [2345/3097] refulgent... ✅ C1
  [2346/3097] regenerate... ✅ C1
  [2347/3097] regimen... ✅ C1
  [2348/3097] regress... ✅ C1
  [2349/3097] rehabilitate... ✅ C1
  [2350/3097] rehearsal... ✅ C1
  [2351/3097] rein... ✅ C1
  [2352/3097] reiterate... ✅ C1
  [2353/3097] rejoice... ✅ C1
  [2354/3097] relapse... ✅ C1
  [2355/3097] relent... ✅ C1
  [2356/3097] relinquish... ✅ C1
  [2357/3097] relish... ✅ C1
  [2358/3097] remodel... ✅ C1
  [2359/3097] remonstrance... ✅ C1
  [2360/3097] remorse... ✅ C1
  [2361/3097] remunerate... ✅ C1
  [2362/3097] rend... ✅ C1
  [2363/3097] renegade... ✅ C1
  [2364/3097] renounce... ✅ C1
  [2365/3097] renovate... ✅ C1
  [2366/3097] repartee... ✅ C1
  [2367/3097] repatriate... ✅ C1
  [2368/3097] repeal... ✅ C1
  [2369/3097] repel... ✅ C1
  [2370/3097] repertoire... ✅ C1
  [2371/3097] repine... ❌ not found
  [2372/3097] reportage... ❌ not found
  [2373/3097] repose... ❌ not found
  [2374/3097] reprehend... ❌ not found
  [2375/3097] repress... ❌ not found
  [2376/3097] reprieve... ❌ not found
  [2377/3097] reproof... ❌ not found
  [2378/3097] reprove... ❌ not found
  [2379/3097] reptile... ❌ not found
  [2380/3097] repugnant... ❌ not found
  [2381/3097] repulse... ❌ not found
  [2382/3097] repute... ❌ not found
  [2383/3097] requite... ❌ not found
  [2384/3097] requisite... ❌ not found
  [2385/3097] reserved... ❌ not found
  [2386/3097] resilience... ❌ not found
  [2387/3097] resin... ❌ not found
  [2388/3097] resolute... ❌ not found
  [2389/3097] resonant... ❌ not found
  [2390/3097] resourceful... ❌ not found
  [2391/3097] respire... ❌ not found
  [2392/3097] resplendent... ❌ not found
  [2393/3097] responsive... ❌ not found
  [2394/3097] restless... ❌ not found
  [2395/3097] restrain... ❌ not found
  [2396/3097] resurgence... ❌ not found
  [2397/3097] resuscitate... ❌ not found
  [2398/3097] retainer... ❌ not found
  [2399/3097] retaliate... ❌ not found
  [2400/3097] retard... ❌ not found
  [2401/3097] retinue... ✅ C1
  [2402/3097] retort... ✅ C1
  [2403/3097] retouch... ✅ C1
  [2404/3097] retrench... ✅ C1
  [2405/3097] retribution... ✅ C1
  [2406/3097] retrograde... ✅ C1
  [2407/3097] retrospective... ✅ C1
  [2408/3097] revelry... ✅ C1
  [2409/3097] revere... ✅ C1
  [2410/3097] revoke... ✅ C1
  [2411/3097] revolt... ✅ C1
  [2412/3097] ribald... ✅ C2
  [2413/3097] rickety... ✅ C1
  [2414/3097] rider... ✅ C1
  [2415/3097] ridicule... ✅ C1
  [2416/3097] rife... ✅ C1
  [2417/3097] rift... ✅ C1
  [2418/3097] ripen... ✅ C1
  [2419/3097] rite... ✅ C1
  [2420/3097] rive... ✅ C1
  [2421/3097] riveting... ✅ C1
  [2422/3097] rivulet... ✅ C1
  [2423/3097] rodent... ✅ C1
  [2424/3097] roil... ✅ C1
  [2425/3097] roister... ✅ C1
  [2426/3097] rookie... ✅ C1
  [2427/3097] roster... ✅ C1
  [2428/3097] rostrum... ✅ C1
  [2429/3097] rouse... ✅ C1
  [2430/3097] royalty... ✅ C1
  [2431/3097] rubicund... ✅ C1
  [2432/3097] rue... ✅ C1
  [2433/3097] ruffle... ✅ C1
  [2434/3097] ruminate... ✅ C1
  [2435/3097] rumple... ✅ C1
  [2436/3097] runic... ❌ not found
  [2437/3097] rupture... ✅ C1
  [2438/3097] ruse... ✅ C1
  [2439/3097] rustle... ✅ C1
  [2440/3097] sabbatical... ❌ not found
  [2441/3097] sabotage... ❌ not found
  [2442/3097] saccharine... ❌ not found
  [2443/3097] sacrilege... ❌ not found
  [2444/3097] saddle... ❌ not found
  [2445/3097] safeguard... ❌ not found
  [2446/3097] sage... ❌ not found
  [2447/3097] salient... ❌ not found
  [2448/3097] salmon... ❌ not found
  [2449/3097] salubrious... ❌ not found
  [2450/3097] salutary... ❌ not found
  [2451/3097] salutation... ❌ not found
  [2452/3097] salvage... ❌ not found
  [2453/3097] salve... ❌ not found
  [2454/3097] sanctify... ❌ not found
  [2455/3097] sanctuary... ❌ not found
  [2456/3097] sanitation... ❌ not found
  [2457/3097] sap... ❌ not found
  [2458/3097] sapient... ❌ not found
  [2459/3097] sarcasm... ❌ not found
  [2460/3097] sartorial... ❌ not found
  [2461/3097] sate... ❌ not found
  [2462/3097] satiate... ❌ not found
  [2463/3097] satire... ❌ not found
  [2464/3097] satirize... ❌ not found
  [2465/3097] saturate... ❌ not found
  [2466/3097] saturnine... ❌ not found
  [2467/3097] saunter... ❌ not found
  [2468/3097] savanna... ❌ not found
  [2469/3097] savant... ❌ not found
  [2470/3097] savory... ✅ C1
  [2471/3097] sawdust... ✅ C1
  [2472/3097] scabbard... ✅ C1
  [2473/3097] scads... ✅ C1
  [2474/3097] scalpel... ✅ C1
  [2475/3097] scant... ✅ C1
  [2476/3097] scathing... ✅ C1
  [2477/3097] schism... ✅ C1
  [2478/3097] scintillate... ✅ C1
  [2479/3097] scion... ✅ C1
  [2480/3097] scission... ✅ C1
  [2481/3097] scissor... ✅ C1
  [2482/3097] scoff... ✅ C1
  [2483/3097] scooter... ✅ C1
  [2484/3097] scorch... ✅ C1
  [2485/3097] scorn... ✅ C1
  [2486/3097] scotch... ✅ C1
  [2487/3097] scour... ✅ C1
  [2488/3097] scowl... ✅ C1
  [2489/3097] scrappy... ✅ C1
  [2490/3097] scrap... ✅ C1
  [2491/3097] scrawl... ✅ C1
  [2492/3097] scribble... ✅ C1
  [2493/3097] scrutinize... ✅ C1
  [2494/3097] scuff... ✅ C1
  [2495/3097] sculpt... ✅ C1
  [2496/3097] scurrilous... ✅ C1
  [2497/3097] scurvy... ✅ C1
  [2498/3097] scythe... ✅ C1
  [2499/3097] seascape... ✅ C1
  [2500/3097] seamy... ✅ C1
  [2501/3097] secluded... ✅ C1
  [2502/3097] secrete... ❌ not found
  [2503/3097] sedate... ✅ C1
  [2504/3097] sedentary... ✅ C1
  [2505/3097] seduce... ✅ C1
  [2506/3097] sedulous... ✅ C2
  [2507/3097] seemly... ✅ C1
  [2508/3097] self-abasement... ✅ C1
  [2509/3097] self-absorbed... ✅ C1
  [2510/3097] seine... ✅ C1
  [2511/3097] seminal... ✅ C1
  [2512/3097] seminary... ✅ C1
  [2513/3097] sentinel... ✅ C1
  [2514/3097] sepulchral... ✅ C1
  [2515/3097] septic... ✅ C1
  [2516/3097] sequela... ✅ C1
  [2517/3097] sequester... ✅ C1
  [2518/3097] seraph... ✅ C1
  [2519/3097] sere... ✅ C1
  [2520/3097] serfdom... ✅ C1
  [2521/3097] sermon... ✅ C1
  [2522/3097] serpentine... ✅ C1
  [2523/3097] serrate... ✅ C1
  [2524/3097] serried... ✅ C1
  [2525/3097] servile... ✅ C1
  [2526/3097] shackle... ✅ C1
  [2527/3097] shale... ✅ C1
  [2528/3097] sham... ✅ C1
  [2529/3097] shard... ✅ C1
  [2530/3097] shiftless... ✅ C1
  [2531/3097] shipshape... ✅ C1
  [2532/3097] shirk... ✅ C1
  [2533/3097] shoal... ✅ C1
  [2534/3097] shopworn... ✅ C1
  [2535/3097] shred... ✅ C1
  [2536/3097] shrewd... ✅ C1
  [2537/3097] shrine... ✅ C1
  [2538/3097] shun... ✅ C1
  [2539/3097] sidereal... ✅ C1
  [2540/3097] sidestep... ✅ C1
  [2541/3097] simper... ✅ C1
  [2542/3097] simpleton... ✅ C1
  [2543/3097] sinecure... ✅ C2
  [2544/3097] sinew... ✅ C1
  [2545/3097] singe... ✅ C1
  [2546/3097] sinuous... ✅ C1
  [2547/3097] sip... ✅ C1
  [2548/3097] siren... ✅ C1
  [2549/3097] skeleton... ✅ C1
  [2550/3097] skeptic... ✅ C1
  [2551/3097] skimp... ✅ C1
  [2552/3097] skirmish... ✅ C1
  [2553/3097] skit... ✅ C1
  [2554/3097] slack... ✅ C1
  [2555/3097] slab... ✅ C1
  [2556/3097] slake... ✅ C1
  [2557/3097] slant... ✅ C1
  [2558/3097] slate... ✅ C1
  [2559/3097] slew... ✅ C1
  [2560/3097] sling... ✅ C1
  [2561/3097] slippery... ✅ C1
  [2562/3097] slipshod... ✅ C1
  [2563/3097] sloppy... ✅ C1
  [2564/3097] sloth... ✅ C1
  [2565/3097] slouch... ✅ C1
  [2566/3097] slovenly... ✅ C1
  [2567/3097] sluggard... ✅ C1
  [2568/3097] sluggish... ✅ C1
  [2569/3097] slumber... ✅ C1
  [2570/3097] slur... ✅ C1
  [2571/3097] sly... ✅ C1
  [2572/3097] smarmy... ✅ C1
  [2573/3097] smirk... ✅ C1
  [2574/3097] smother... ✅ C1
  [2575/3097] smuggle... ✅ C1
  [2576/3097] snare... ✅ C1
  [2577/3097] snarl... ✅ C1
  [2578/3097] sneer... ✅ C1
  [2579/3097] snobbish... ✅ C1
  [2580/3097] sober... ✅ C1
  [2581/3097] sodden... ✅ C1
  [2582/3097] solace... ✅ C1
  [2583/3097] solder... ✅ C1
  [2584/3097] solemnity... ✅ C1
  [2585/3097] solicitous... ✅ C2
  [2586/3097] solidify... ❌ not found
  [2587/3097] soliloquy... ❌ not found
  [2588/3097] solitude... ❌ not found
  [2589/3097] solvent... ❌ not found
  [2590/3097] somatic... ❌ not found
  [2591/3097] somber... ❌ not found
  [2592/3097] somnolence... ❌ not found
  [2593/3097] sonata... ❌ not found
  [2594/3097] sonnet... ❌ not found
  [2595/3097] soothe... ❌ not found
  [2596/3097] sop... ❌ not found
  [2597/3097] sophism... ❌ not found
  [2598/3097] sophistication... ❌ not found
  [2599/3097] sparse... ❌ not found
  [2600/3097] spartan... ❌ not found
  [2601/3097] spat... ❌ not found
  [2602/3097] spate... ❌ not found
  [2603/3097] speck... ❌ not found
  [2604/3097] spelunker... ❌ not found
  [2605/3097] spent... ❌ not found
  [2606/3097] spindly... ❌ not found
  [2607/3097] spiny... ❌ not found
  [2608/3097] spire... ❌ not found
  [2609/3097] spleen... ❌ not found
  [2610/3097] splice... ❌ not found
  [2611/3097] splint... ❌ not found
  [2612/3097] spoke... ❌ not found
  [2613/3097] spontaneous... ❌ not found
  [2614/3097] spoof... ❌ not found
  [2615/3097] sprain... ❌ not found
  [2616/3097] sprightly... ✅ C1
  [2617/3097] spur... ✅ C1
  [2618/3097] squabble... ✅ C1
  [2619/3097] squalid... ✅ C1
  [2620/3097] squall... ✅ C1
  [2621/3097] squat... ✅ C1
  [2622/3097] squint... ✅ C1
  [2623/3097] squelch... ✅ C2
  [2624/3097] stalwart... ✅ C2
  [2625/3097] stamina... ✅ C1
  [2626/3097] stammer... ✅ C1
  [2627/3097] stanza... ✅ C1
  [2628/3097] startle... ✅ C1
  [2629/3097] static... ✅ C1
  [2630/3097] stature... ✅ C1
  [2631/3097] stealth... ✅ C1
  [2632/3097] stench... ✅ C1
  [2633/3097] stencil... ✅ C1
  [2634/3097] stentorian... ✅ C1
  [2635/3097] sterile... ✅ C1
  [2636/3097] stickler... ✅ C1
  [2637/3097] stifle... ✅ C1
  [2638/3097] stigma... ✅ C1
  [2639/3097] stint... ✅ C1
  [2640/3097] stingy... ✅ C1
  [2641/3097] stipple... ❌ not found
  [2642/3097] stipulate... ❌ not found
  [2643/3097] stitch... ❌ not found
  [2644/3097] stockade... ❌ not found
  [2645/3097] stodgy... ❌ not found
  [2646/3097] stoke... ❌ not found
  [2647/3097] stoic... ❌ not found
  [2648/3097] stonewall... ❌ not found
  [2649/3097] stouthearted... ❌ not found
  [2650/3097] stowaway... ❌ not found
  [2651/3097] stratagem... ❌ not found
  [2652/3097] strait... ❌ not found
  [2653/3097] stratify... ❌ not found
  [2654/3097] stray... ❌ not found
  [2655/3097] striate... ❌ not found
  [2656/3097] stricture... ❌ not found
  [2657/3097] stride... ❌ not found
  [2658/3097] strident... ❌ not found
  [2659/3097] strut... ❌ not found
  [2660/3097] stultify... ❌ not found
  [2661/3097] stupor... ❌ not found
  [2662/3097] stunt... ❌ not found
  [2663/3097] sturdy... ❌ not found
  [2664/3097] stygian... ❌ not found
  [2665/3097] stylus... ❌ not found
  [2666/3097] subdue... ❌ not found
  [2667/3097] subjugate... ❌ not found
  [2668/3097] sublime... ❌ not found
  [2669/3097] subliminal... ❌ not found
  [2670/3097] submerge... ❌ not found
  [2671/3097] submissive... ❌ not found
  [2672/3097] subordinate... ✅ C1
  [2673/3097] subpoena... ✅ C1
  [2674/3097] subservient... ✅ C1
  [2675/3097] subside... ✅ C1
  [2676/3097] subsidiary... ✅ C1
  [2677/3097] substantiate... ✅ C1
  [2678/3097] substantive... ✅ C1
  [2679/3097] subterfuge... ✅ C2
  [2680/3097] subtlety... ✅ C1
  [2681/3097] succinct... ✅ C1
  [2682/3097] succor... ✅ C1
  [2683/3097] suffocate... ✅ C1
  [2684/3097] suffuse... ✅ C1
  [2685/3097] sulk... ✅ C1
  [2686/3097] summon... ✅ C1
  [2687/3097] sumptuous... ✅ C1
  [2688/3097] sunder... ✅ C1
  [2689/3097] supercilious... ✅ C2
  [2690/3097] superficial... ✅ C1
  [2691/3097] superimpose... ✅ C1
  [2692/3097] supine... ✅ C1
  [2693/3097] supple... ✅ C1
  [2694/3097] supplicate... ✅ C1
  [2695/3097] supposition... ✅ C1
  [2696/3097] surcharge... ✅ C1
  [2697/3097] surfeit... ❌ not found
  [2698/3097] surreptitious... ❌ not found
  [2699/3097] susceptibility... ❌ not found
  [2700/3097] suture... ❌ not found
  [2701/3097] svelte... ❌ not found
  [2702/3097] swagger... ❌ not found
  [2703/3097] sweltering... ❌ not found
  [2704/3097] swerve... ❌ not found
  [2705/3097] swill... ❌ not found
  [2706/3097] swindle... ❌ not found
  [2707/3097] sybarite... ❌ not found
  [2708/3097] syllabus... ❌ not found
  [2709/3097] syllogism... ❌ not found
  [2710/3097] symbiosis... ❌ not found
  [2711/3097] symmetry... ❌ not found
  [2712/3097] symphony... ❌ not found
  [2713/3097] synchronous... ❌ not found
  [2714/3097] synergic... ❌ not found
  [2715/3097] synonymous... ❌ not found
  [2716/3097] synopsis... ❌ not found
  [2717/3097] tacit... ❌ not found
  [2718/3097] tactile... ❌ not found
  [2719/3097] tactless... ❌ not found
  [2720/3097] tadpole... ❌ not found
  [2721/3097] talisman... ❌ not found
  [2722/3097] taint... ❌ not found
  [2723/3097] talon... ❌ not found
  [2724/3097] tambourine... ❌ not found
  [2725/3097] tamper... ❌ not found
  [2726/3097] tangent... ❌ not found
  [2727/3097] tangible... ❌ not found
  [2728/3097] tangy... ✅ C1
  [2729/3097] tantalize... ✅ C1
  [2730/3097] tantrum... ✅ C1
  [2731/3097] taper... ✅ C1
  [2732/3097] tardy... ✅ C1
  [2733/3097] tarpaulin... ✅ C1
  [2734/3097] tasty... ✅ C1
  [2735/3097] tatty... ❌ not found
  [2736/3097] taunt... ✅ C1
  [2737/3097] taut... ✅ C1
  [2738/3097] taxonomy... ✅ C1
  [2739/3097] tedious... ✅ C1
  [2740/3097] teeter... ✅ C1
  [2741/3097] teetotalism... ❌ not found
  [2742/3097] temerity... ✅ C2
  [2743/3097] temporize... ✅ C1
  [2744/3097] temperate... ✅ C1
  [2745/3097] tempestuous... ✅ C2
  [2746/3097] tenable... ✅ C1
  [2747/3097] tendentious... ✅ C2
  [2748/3097] tenuous... ✅ C1
  [2749/3097] tepid... ✅ C1
  [2750/3097] terminology... ✅ C1
  [2751/3097] terminus... ✅ C1
  [2752/3097] terse... ✅ C1
  [2753/3097] testator... ✅ C1
  [2754/3097] testy... ✅ C1
  [2755/3097] tether... ✅ C1
  [2756/3097] theocracy... ✅ C1
  [2757/3097] therapeutic... ✅ C1
  [2758/3097] thorny... ✅ C1
  [2759/3097] threadbare... ✅ C1
  [2760/3097] throng... ✅ C1
  [2761/3097] ticklish... ✅ C1
  [2762/3097] tiff... ✅ C1
  [2763/3097] tightfisted... ✅ C1
  [2764/3097] timeworn... ✅ C1
  [2765/3097] timid... ✅ C1
  [2766/3097] tinge... ✅ C1
  [2767/3097] tinker... ✅ C1
  [2768/3097] tint... ✅ C1
  [2769/3097] toady... ✅ C1
  [2770/3097] tonic... ✅ C1
  [2771/3097] tong... ✅ C1
  [2772/3097] tonsorial... ✅ C1
  [2773/3097] topsy-turvy... ✅ C1
  [2774/3097] topsoil... ✅ C1
  [2775/3097] tornado... ✅ C1
  [2776/3097] torque... ✅ C1
  [2777/3097] torpid... ✅ C1
  [2778/3097] torrid... ✅ C1
  [2779/3097] torrential... ✅ C1
  [2780/3097] tourniquet... ✅ C1
  [2781/3097] tranquility... ✅ C1
  [2782/3097] transcend... ✅ C1
  [2783/3097] transfigure... ✅ C1
  [2784/3097] transgress... ✅ C1
  [2785/3097] translucent... ✅ C1
  [2786/3097] traverse... ✅ C1
  [2787/3097] treasurer... ✅ C1
  [2788/3097] trenchant... ✅ C2
  [2789/3097] trepidation... ❌ not found
  [2790/3097] trespass... ❌ not found
  [2791/3097] trickle... ❌ not found
  [2792/3097] trivial... ❌ not found
  [2793/3097] troupe... ❌ not found
  [2794/3097] truant... ❌ not found
  [2795/3097] truce... ❌ not found
  [2796/3097] truculent... ❌ not found
  [2797/3097] trudge... ❌ not found
  [2798/3097] trumpet... ❌ not found
  [2799/3097] twig... ❌ not found
  [2800/3097] truss... ❌ not found
  [2801/3097] tugboat... ❌ not found
  [2802/3097] turbid... ❌ not found
  [2803/3097] turbulent... ❌ not found
  [2804/3097] turgid... ❌ not found
  [2805/3097] turmoil... ❌ not found
  [2806/3097] turncoat... ❌ not found
  [2807/3097] turpitude... ❌ not found
  [2808/3097] turquoise... ❌ not found
  [2809/3097] turret... ❌ not found
  [2810/3097] typo... ❌ not found
  [2811/3097] tyro... ❌ not found
  [2812/3097] ubiquitous... ❌ not found
  [2813/3097] unassailable... ❌ not found
  [2814/3097] uncouch... ❌ not found
  [2815/3097] unctuous... ❌ not found
  [2816/3097] undergird... ❌ not found
  [2817/3097] underdog... ❌ not found
  [2818/3097] understudy... ❌ not found
  [2819/3097] understate... ✅ C1
  [2820/3097] understated... ✅ C1
  [2821/3097] unexceptionable... ✅ C1
  [2822/3097] unflappable... ✅ C2
  [2823/3097] ungainly... ✅ C1
  [2824/3097] unimpeachable... ✅ C2
  [2825/3097] unkempt... ✅ C1
  [2826/3097] unlettered... ✅ C1
  [2827/3097] unpretentious... ✅ C1
  [2828/3097] unproductive... ✅ C1
  [2829/3097] unrequited... ✅ C1
  [2830/3097] untenable... ✅ C2
  [2831/3097] untold... ✅ C1
  [2832/3097] untoward... ✅ C2
  [2833/3097] unwitting... ✅ C1
  [2834/3097] unwonted... ✅ C1
  [2835/3097] usurp... ✅ C1
  [2836/3097] usury... ✅ C1
  [2837/3097] utter... ✅ C1
  [2838/3097] vaccinate... ✅ C1
  [2839/3097] vagary... ✅ C1
  [2840/3097] valediction... ✅ C1
  [2841/3097] valiant... ✅ C1
  [2842/3097] vapid... ✅ C1
  [2843/3097] vaporize... ✅ C1
  [2844/3097] variegation... ❌ not found
  [2845/3097] varnish... ✅ C1
  [2846/3097] vault... ✅ C1
  [2847/3097] vaunt... ✅ C1
  [2848/3097] veer... ✅ C1
  [2849/3097] venal... ✅ C1
  [2850/3097] vendor... ✅ C1
  [2851/3097] venial... ✅ C2
  [2852/3097] venom... ✅ C1
  [2853/3097] verbatim... ✅ C1
  [2854/3097] verbose... ✅ C1
  [2855/3097] verdant... ✅ C1
  [2856/3097] veritable... ✅ C2
  [2857/3097] verisimilar... ❌ not found
  [2858/3097] vernacular... ✅ C1
  [2859/3097] versatile... ✅ C1
  [2860/3097] vertigo... ✅ C1
  [2861/3097] verve... ✅ C1
  [2862/3097] vestige... ✅ C1
  [2863/3097] vestigial... ✅ C1
  [2864/3097] veto... ✅ C1
  [2865/3097] vex... ✅ C1
  [2866/3097] vicissitude... ✅ C2
  [2867/3097] victimize... ✅ C1
  [2868/3097] vigilant... ✅ C1
  [2869/3097] vignette... ✅ C1
  [2870/3097] vigorous... ✅ C1
  [2871/3097] vim... ✅ C1
  [2872/3097] virtuoso... ✅ C1
  [2873/3097] virtuous... ✅ C1
  [2874/3097] virulent... ✅ C1
  [2875/3097] viscid... ✅ C1
  [2876/3097] viscous... ✅ C1
  [2877/3097] visionary... ✅ C1
  [2878/3097] vitality... ✅ C1
  [2879/3097] vitiate... ✅ C1
  [2880/3097] vitrify... ✅ C1
  [2881/3097] vitriolic... ✅ C2
  [2882/3097] vituperate... ✅ C2
  [2883/3097] vivacious... ✅ C1
  [2884/3097] volatile... ✅ C1
  [2885/3097] volition... ✅ C1
  [2886/3097] voluble... ✅ C1
  [2887/3097] voluminous... ✅ C1
  [2888/3097] voluptuous... ✅ C1
  [2889/3097] votary... ✅ C1
  [2890/3097] vouch... ✅ C1
  [2891/3097] vulgar... ✅ C1
  [2892/3097] waddle... ✅ C1
  [2893/3097] waffle... ✅ C1
  [2894/3097] waft... ✅ C1
  [2895/3097] wag... ✅ C1
  [2896/3097] wan... ✅ C1
  [2897/3097] wanderlust... ✅ C1
  [2898/3097] wane... ✅ C1
  [2899/3097] wardrobe... ✅ C1
  [2900/3097] warmonger... ✅ C1
  [2901/3097] warp... ✅ C1
  [2902/3097] wary... ✅ C1
  [2903/3097] wastrel... ✅ C1
  [2904/3097] watershed... ✅ C1
  [2905/3097] waylay... ✅ C1
  [2906/3097] welter... ✅ C1
  [2907/3097] wheedle... ✅ C1
  [2908/3097] whet... ✅ C1
  [2909/3097] whiff... ✅ C1
  [2910/3097] wholesome... ✅ C1
  [2911/3097] wickedness... ✅ C1
  [2912/3097] wince... ✅ C1
  [2913/3097] windbag... ✅ C1
  [2914/3097] windy... ✅ C1
  [2915/3097] wither... ✅ C1
  [2916/3097] withhold... ✅ C1
  [2917/3097] wizen... ✅ C1
  [2918/3097] wobble... ✅ C1
  [2919/3097] worldly... ✅ C1
  [2920/3097] wrangler... ✅ C1
  [2921/3097] wretched... ✅ C1
  [2922/3097] wry... ❌ not found
  [2923/3097] xenophobe... ❌ not found
  [2924/3097] yoke... ❌ not found
  [2925/3097] yokel... ❌ not found
  [2926/3097] zeal... ❌ not found
  [2927/3097] zealot... ❌ not found
  [2928/3097] zesty... ❌ not found
  [2929/3097] adjudicate... ❌ not found
  [2930/3097] anachronism... ❌ not found
  [2931/3097] anodyne... ❌ not found
  [2932/3097] aplomb... ❌ not found
  [2933/3097] apogee... ❌ not found
  [2934/3097] apostate... ❌ not found
  [2935/3097] apothegm... ❌ not found
  [2936/3097] apotheosis... ❌ not found
  [2937/3097] approbatory... ❌ not found
  [2938/3097] appurtenant... ❌ not found
  [2939/3097] arch... ❌ not found
  [2940/3097] arrant... ❌ not found
  [2941/3097] arriviste... ❌ not found
  [2942/3097] arrogate... ❌ not found
  [2943/3097] artifice... ❌ not found
